,rmse,mape,corr,rmse(improve),mape(improve),corr(improve),improve(mean)
0.0,10.708877700161139,53.13470820973102,0.7832181649736224,0.09162927537138443,0.37126914906715913,0.052983385418029376,0.17196060328552432
0.1,10.610172761411725,70.90852884874587,0.7777544653551504,0.10000183123079807,0.16095559411949256,0.045637814058152086,0.10219841313614758
0.2,10.199881698941404,58.050140438557015,0.7883172511994374,0.13480439412860784,0.313105963607782,0.059838758948312545,0.16924970556156746
0.3,11.65528715982323,59.51601972942027,0.7438086638591059,0.011350961365081624,0.2957605491891798,0.0,0.10237050351808714
0.4,11.789104833315086,48.80169378236061,0.7797573494902478,0.0,0.4225407178743433,0.04833055512506282,0.15695709099980204
0.5,8.51156430714205,43.55563742747399,0.8626367732548917,0.2780143677161105,0.4846161030073597,0.15975628568141353,0.3074622521349612
0.6,8.751108122881378,84.51105609164185,0.8550497940524769,0.25769528334743175,0.0,0.14955610978799055,0.1357504643784741
