,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
42,12.457,12.525899999999998,13.273700000000002,12.568200000000001,14.119200000000001,14.039900000000001,13.3097,14.078600000000002,15.896799999999999,17.3931,
43,12.677399999999999,13.0546,13.6688,13.7097,14.2547,13.7629,14.2662,15.722000000000001,17.220799999999997,18.603900000000003,
44,14.3723,14.529499999999999,15.0535,14.2956,14.3909,14.6866,15.7071,17.0326,18.4114,20.1412,
45,15.3341,14.4089,16.127299999999998,15.358799999999999,16.153200000000002,15.330000000000002,16.514599999999998,18.6636,19.269199999999998,23.633900000000004,
46,16.9445,14.6221,17.520799999999998,16.0267,16.647299999999998,16.0841,17.330900000000003,20.7647,20.852,26.4426,
47,19.915,16.557299999999998,23.3365,17.326700000000002,20.058,19.0047,20.3388,23.359299999999998,24.0063,29.737499999999997,
48,18.1305,14.660600000000002,22.268,20.9858,26.2227,17.3645,18.833099999999998,22.463700000000003,22.4479,34.538900000000005,
49,20.142599999999998,15.1811,29.765700000000002,22.1374,26.074900000000003,18.1945,20.0292,24.9504,22.9962,33.128099999999996,
50,25.565900000000003,16.6429,36.2552,24.167400000000004,34.178000000000004,19.6571,22.7731,32.004999999999995,27.318099999999998,38.692800000000005,
51,33.8185,18.5274,45.532000000000004,30.3071,44.6555,24.2021,29.1465,44.3807,32.4012,50.261300000000006,
52,34.3172,21.241300000000003,60.259800000000006,43.8724,61.149699999999996,24.1083,35.4919,54.6361,41.8077,71.5315,
53,,,,,53.0979,,,,,,
